Annotation,Speaker,Utterance,,
,%mor:,noun|Nanette ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*CHI:,they're talking !,,
,%mor:,pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|talk-Part-Pres-S !,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|3|ROOT 4|3|PUNCT,,
,%add:,mot,,
NOP,*MOT:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,they're talking .,,
,%mor:,pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|talk-Part-Pres-S .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|3|ROOT 4|3|PUNCT,,
NOP,*MOT:,talking begins with a (.) t@l .,,
,%mor:,verb|talk-Ger-S verb|begin-Fin-Ind-Pres-S3 adp|with det|a-Ind-Art noun|t .,,
,%gra:,1|2|CSUBJ 2|5|ROOT 3|5|CASE 4|5|DET 5|2|OBL 6|2|PUNCT,,
NOP,*MOT:,ta .,,
,%mor:,intj|to .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,talking (16.) .,,
,%mor:,verb|talk-Ger-S .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*CHI:,xxx .,,
NOP,*MOT:,I didn't understand that .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1~part|not verb|understand-Inf-S pron|that-Dem-S1 .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|5|ROOT 5|4|OBJ 6|4|PUNCT,,
,%add:,chi,,
POL,*MOT:,could you tell me again what you said ?,,
,%mor:,aux|could-Fin-S pron|you-Prs-Nom-S2 verb|tell-Inf-S pron|I-Prs-Acc-S1 adv|again pron|what-Rel-S1 pron|you-Prs-Nom-S2 verb|say-Fin-Ind-Past-S2 ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|8|ROOT 4|3|IOBJ 5|3|ADVMOD 6|8|OBJ 7|8|NSUBJ 8|3|CCOMP 9|3|PUNCT,,
NOP,*CHI:,0 [=! spitting noise] .,,
POL,*MOT:,could you take it out_of your mouth nice [//] &~mo mouth in a nicer way ?,,
,%mor:,aux|could-Fin-S pron|you-Prs-Nom-S2 verb|take-Inf-S pron|it-Prs-Acc-S3 adp|outof pron|your-Prs-Gen-S2 noun|mouth noun|mouth adp|in det|a-Ind-Art adj|nice-Cmp-S1 noun|way ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|12|ROOT 4|3|OBJ 5|8|CASE 6|8|NMOD-POSS 7|8|COMPOUND 8|3|OBL 9|12|CASE 10|12|DET 11|12|AMOD 12|3|OBL 13|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,huh ?,,
,%mor:,intj|huh ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,just put your feet under the table .,,
,%mor:,adv|just verb|put-Fin-Imp-S pron|your-Prs-Gen-S2 noun|foot-Plur adp|under det|the-Def-Art noun|table .,,
,%gra:,1|2|ADVMOD 2|7|ROOT 3|4|NMOD-POSS 4|2|OBJ 5|7|CASE 6|7|DET 7|2|OBL 8|2|PUNCT,,
,%add:,chi,,
NOP,*JAN:,there's a Brussel(s) sprout there if she does .,,
,%mor:,pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|Brussels noun|sprout adv|there sconj|if pron|she-Prs-Nom-S3 verb|do-Fin-Ind-Pres-S3 .,,
,%gra:,1|2|EXPL 2|9|ROOT 3|5|DET 4|5|COMPOUND 5|2|NSUBJ 6|2|ADVMOD 7|9|MARK 8|9|NSUBJ 9|2|ADVCL 10|2|PUNCT,,
,%com:,all the adults laugh,,
NOP,*CHI:,"I feel sleepy , Mommy .",,
,%mor:,pron|I-Prs-Nom-S1 verb|feel-Fin-Ind-Pres-S1 adj|sleepy-Pos-S1 cm|cm noun|Mommy .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|2|XCOMP 4|2|PUNCT 5|2|PARATAXIS 6|2|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"what , dolly ?",,
,%mor:,pron|what-Int-S1 cm|cm noun|dolly ?,,
,%gra:,1|3|ROOT 2|1|PUNCT 3|1|PARATAXIS 4|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,sleepy .,,
,%mor:,adj|sleepy-Pos-S1 .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*CHI:,<you're> [>] sleepy: xxx .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 adj|sleepy-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*FAT:,<o:h> [<] .,,
,%mor:,intj|oh .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,0 [=! burps] .,,
POL,*FAT:,"oh , excuse +...",,
,%mor:,intj|oh cm|cm verb|excuse-Fin-Imp-S +...,,
,%gra:,1|3|DISCOURSE 2|1|PUNCT 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what was that ?,,
,%mor:,pron|what-Int-S1 aux|be-Fin-Ind-Past-S3 pron|that-Dem-S1 ?,,
,%gra:,1|3|ROOT 2|1|COP 3|1|NSUBJ 4|1|PUNCT,,
,%com:,<before> gasps,,
,%add:,chi,,
NOP,*FAT:,do you want to go to bed ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S part|to verb|go-Inf-S adp|to noun|bed ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|7|ROOT 4|5|MARK 5|3|XCOMP 6|7|CASE 7|5|OBL 8|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*MOT:,"well , hurry up and finish your meal .",,
,%mor:,intj|well cm|cm verb|hurry-Fin-Imp-S adp|up cconj|and verb|finish-Fin-Imp-S pron|your-Prs-Gen-S2 noun|meal .,,
,%gra:,1|3|DISCOURSE 2|1|PUNCT 3|8|ROOT 4|3|COMPOUND-PRT 5|6|CC 6|3|CONJ 7|8|NMOD-POSS 8|6|OBJ 9|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,you take off my shoes .,,
,%mor:,pron|you-Prs-Nom-S2 verb|take-Fin-Ind-Pres-S2 adp|off pron|my-Prs-Gen-S1 noun|shoe-Plur .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|2|COMPOUND-PRT 4|5|NMOD-POSS 5|2|OBJ 6|2|PUNCT,,
,%add:,mot,,
NOP,*MOT:,mhm .,,
,%mor:,intj|mhm .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,because I go nappie .,,
,%mor:,sconj|because pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 noun|nappie .,,
,%gra:,1|3|MARK 2|3|NSUBJ 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
,%add:,mot,,
NOP,*MOT:,that's right .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adj|right-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,I took off your shoes when you had a nap .,,
,%mor:,pron|I-Prs-Nom-S1 verb|take-Fin-Ind-Past-S1 adp|off pron|your-Prs-Gen-S2 noun|shoe-Plur adv|when pron|you-Prs-Nom-S2 verb|have-Fin-Ind-Past-S2 det|a-Ind-Art noun|nap .,,
,%gra:,1|2|NSUBJ 2|10|ROOT 3|2|COMPOUND-PRT 4|5|NMOD-POSS 5|2|OBJ 6|8|ADVMOD 7|8|NSUBJ 8|2|ADVCL 9|10|DET 10|8|OBJ 11|2|PUNCT,,
NOP,*MOT:,an I didn't see any reason to put em on cause we were spending the afternoon here when Matty came over .,,
,%mor:,det|a-Ind-Art pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1~part|not verb|see-Inf-S det|any-Def noun|reason part|to verb|put-Inf-S pron|they-Prs-Acc-P3 adp|on sconj|cause pron|we-Prs-Nom-P1 aux|be-Fin-Ind-Past-P1 verb|spend-Part-Pres-S det|the-Def-Art noun|afternoon adv|here adv|when noun|Matty verb|come-Fin-Ind-Past-S3 adv|over .,,
,%gra:,1|2|DET 2|5|NSUBJ 3|5|AUX 4|5|ADVMOD 5|22|ROOT 6|7|DET 7|5|OBJ 8|9|MARK 9|7|ACL 10|9|OBJ 11|9|COMPOUND-PRT 12|15|MARK 13|15|NSUBJ 14|15|AUX 15|9|ADVCL 16|17|DET 17|15|OBJ 18|15|ADVMOD 19|21|ADVMOD 20|21|NSUBJ 21|15|ADVCL 22|21|ADVMOD 23|5|PUNCT,,
NOP,*FAT:,you xxx xxx [>] .,,
,%mor:,pron|you-Prs-Acc-S2 .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,oh [<] you didn't tell Daddy about Matty b(e)ing here .,,
,%mor:,intj|oh pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Past-S2~part|not verb|tell-Inf-S noun|Daddy sconj|about noun|Matty aux|be-Ger-S adv|here .,,
,%gra:,1|5|DISCOURSE 2|5|NSUBJ 3|5|AUX 4|5|ADVMOD 5|10|ROOT 6|5|IOBJ 7|10|MARK 8|10|NSUBJ 9|10|COP 10|5|ADVCL 11|5|PUNCT,,
,%add:,chi,,
NOP,*FAT:,"oh , Matty finally came ?",,
,%mor:,intj|oh cm|cm noun|Matty adv|finally verb|come-Fin-Ind-Past-S3 ?,,
,%gra:,1|5|DISCOURSE 2|1|PUNCT 3|5|NSUBJ 4|5|ADVMOD 5|5|ROOT 6|5|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what did you [>] +/.,,
,%mor:,pron|what-Int-S1 aux|do-Fin-Ind-Past-S2 pron|you-Prs-Nom-S2 +/.,,
,%gra:,1|3|ROOT 2|1|AUX 3|1|NSUBJ 4|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,here [<] .,,
,%mor:,adv|here .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,what did you and Matty do ?,,
,%mor:,pron|what-Int-S1 aux|do-Fin-Ind-Past-S2 pron|you-Prs-Nom-S2 cconj|and noun|Matty verb|do-Inf-S ?,,
,%gra:,1|6|OBJ 2|6|AUX 3|6|NSUBJ 4|5|CC 5|3|CONJ 6|6|ROOT 7|6|PUNCT,,
,%add:,chi,,
NOP,*CHI:,pwayed [: played] .,,
,%mor:,verb|play-Part-Past-S .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*CHI:,here .,,
,%mor:,adv|here .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*FAT:,where ?,,
,%mor:,adv|where ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,did you play on the slide ?,,
,%mor:,aux|do-Fin-Ind-Past-S2 pron|you-Prs-Nom-S2 verb|play-Inf-S adp|on det|the-Def-Art noun|slide ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|6|ROOT 4|6|CASE 5|6|DET 6|3|OBL 7|3|PUNCT,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*FAT:,did you play with your: (.) A_T_B explorer ?,,
,%mor:,aux|do-Fin-Ind-Past-S2 pron|you-Prs-Nom-S2 verb|play-Inf-S adp|with pron|your-Prs-Gen-S2 noun|ATB noun|explorer ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|7|ROOT 4|7|CASE 5|7|NMOD-POSS 6|7|COMPOUND 7|3|OBL 8|3|PUNCT,,
,%add:,chi,,
NOP,*FAT:,did Matty play with your A_T_B explorer ?,,
,%mor:,aux|do-Fin-Ind-Past-S3 noun|Matty verb|play-Inf-S adp|with pron|your-Prs-Gen-S2 noun|ATB noun|explorer ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|7|ROOT 4|7|CASE 5|7|NMOD-POSS 6|7|COMPOUND 7|3|OBL 8|3|PUNCT,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*FAT:,did he <have fun> [>] ?,,
,%mor:,aux|do-Fin-Ind-Past-S3 pron|he-Prs-Nom-S3 verb|have-Inf-S noun|fun ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,<they took> [<] turns .,,
,%mor:,pron|they-Prs-Nom-P3 verb|take-Fin-Ind-Past-P3 noun|turn-Plur .,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%add:,fat,,
NOP,*MOT:,and .,,
,%mor:,cconj|and .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,ouch !,,
,%mor:,intj|ouch !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,we had another surprise .,,
,%mor:,pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Past-P1 det|another-Def noun|surprise .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|DET 4|2|OBJ 5|2|PUNCT,,
NOP,*MOT:,who came to stay with us this afternoon ?,,
,%mor:,pron|who-Rel-S1 verb|come-Fin-Ind-Past-S3 part|to verb|stay-Inf-S adp|with pron|we-Prs-Acc-P1 det|this-Def-Dem noun|afternoon ?,,
,%gra:,1|2|NSUBJ 2|8|ROOT 3|4|MARK 4|2|XCOMP 5|6|CASE 6|4|OBL 7|8|DET 8|4|OBL-TMOD 9|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,who did Mommy take care of ?,,
,%mor:,pron|who-Rel-S1 aux|do-Fin-Ind-Past-S3 noun|Mommy verb|take-Inf-S noun|care adp|of ?,,
,%gra:,1|4|OBL 2|4|AUX 3|4|NSUBJ 4|6|ROOT 5|4|OBJ 6|4|OBL 7|4|PUNCT,,
NOP,*CHI:,me !,,
,%mor:,pron|I-Prs-Acc-S1 !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,besides you .,,
,%mor:,adp|besides pron|you-Prs-Acc-S2 .,,
,%gra:,1|2|CASE 2|2|ROOT 3|2|PUNCT,,
NOP,*MOT:,do you remember who came to stay with us while his Mommy went away ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|remember-Inf-S pron|who-Rel-S1 verb|come-Fin-Ind-Past-S3 part|to verb|stay-Inf-S adp|with pron|we-Prs-Acc-P1 sconj|while pron|his-Prs-Gen-S3 noun|Mommy verb|go-Fin-Ind-Past-S3 adv|away ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|14|ROOT 4|5|NSUBJ 5|3|CCOMP 6|7|MARK 7|5|XCOMP 8|9|CASE 9|7|OBL 10|13|MARK 11|12|NMOD-POSS 12|13|NSUBJ 13|7|ADVCL 14|13|ADVMOD 15|3|PUNCT,,
NOP,*CHI:,Kathy .,,
,%mor:,noun|Kathy .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,Kathy .,,
,%mor:,noun|Kathy .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,who was the little baby that +...,,
,%mor:,pron|who-Rel-S1 aux|be-Fin-Ind-Past-S3 det|the-Def-Art adj|little-Pos-S1 noun|baby pron|that-Rel-S1 +...,,
,%gra:,1|5|NSUBJ 2|5|COP 3|5|DET 4|5|AMOD 5|6|ROOT 6|5|DEP 7|5|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"not , no , not who stays with you when Mommy goes away .",,
,%mor:,part|not cm|cm intj|no cm|cm part|not pron|who-Rel-S1 verb|stay-Fin-Ind-Pres-S3 adp|with pron|you-Prs-Acc-S2 adv|when noun|Mommy verb|go-Fin-Ind-Pres-S3 adv|away .,,
,%gra:,1|13|ROOT 2|1|PUNCT 3|7|DISCOURSE 4|3|PUNCT 5|7|ADVMOD 6|7|NSUBJ 7|1|PARATAXIS 8|9|CASE 9|7|OBL 10|12|ADVMOD 11|12|NSUBJ 12|7|ADVCL 13|12|ADVMOD 14|1|PUNCT,,
NOP,*MOT:,who did Mommy take care of today ?,,
,%mor:,pron|who-Rel-S1 aux|do-Fin-Ind-Past-S3 noun|Mommy verb|take-Inf-S noun|care adp|of noun|today ?,,
,%gra:,1|4|OBL 2|4|AUX 3|4|NSUBJ 4|7|ROOT 5|4|OBJ 6|7|CASE 7|4|OBL 8|4|PUNCT,,
NOP,*MOT:,who did [/] who did <I take care> [>] of ?,,
,%mor:,pron|who-Rel-S1 pron|who-Rel-S1 aux|do-Fin-Ind-Past-S3 pron|I-Prs-Nom-S1 verb|take-Inf-S noun|care adp|of ?,,
,%gra:,1|5|OBL 2|5|OBL 3|5|AUX 4|5|NSUBJ 5|7|ROOT 6|5|OBJ 7|1|CASE 8|5|PUNCT,,
NOP,*CHI:,baby [<] .,,
,%mor:,noun|baby .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,what baby ?,,
,%mor:,det|what-Def-Int noun|baby ?,,
,%gra:,1|2|DET 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,Daniel Evan .,,
,%mor:,noun|Daniel noun|Evan .,,
,%gra:,1|2|ROOT 2|1|FLAT 3|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,we had Daniel Evan: +...,,
,%mor:,pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Past-P1 noun|Daniel noun|Evan +...,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|2|OBJ 4|3|FLAT 5|2|PUNCT,,
,%com:,waiting for child to fill in the last name,,
,%add:,chi,,
NOP,*CHI:,Bowa .,,
,%mor:,noun|Bowa .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,Bower here .,,
,%mor:,noun|Bower adv|here .,,
,%gra:,1|2|ROOT 2|1|ADVMOD 3|1|PUNCT,,
NOP,*MOT:,for an hour .,,
,%mor:,adp|for det|a-Ind-Art noun|hour .,,
,%gra:,1|3|CASE 2|3|DET 3|3|ROOT 4|3|PUNCT,,
,%add:,all,,
NOP,*MOT:,and he was wonderful .,,
,%mor:,cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adj|wonderful-Pos-S1 .,,
,%gra:,1|4|CC 2|4|NSUBJ 3|4|COP 4|4|ROOT 5|4|PUNCT,,
NOP,*MOT:,and I even changed his diaper [=! laughs] .,,
,%mor:,cconj|and pron|I-Prs-Nom-S1 adv|even verb|change-Fin-Ind-Past-S1 pron|his-Prs-Gen-S3 noun|diaper .,,
,%gra:,1|4|CC 2|4|NSUBJ 3|4|ADVMOD 4|6|ROOT 5|6|NMOD-POSS 6|4|OBJ 7|4|PUNCT,,
NOP,*MOT:,forgot what it was like .,,
,%mor:,verb|forget-Fin-Ind-Past-S1 pron|what-Rel-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adj|like-Pos-S1 .,,
,%gra:,1|5|ROOT 2|1|OBJ 3|5|NSUBJ 4|5|COP 5|2|ACL-RELCL 6|1|PUNCT,,
NOP,*MOT:,it was +...,,
,%mor:,pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 +...,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
NOP,*MOT:,oh +...,,
,%mor:,intj|oh +...,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*FAT:,xxx close your mouth so fast .,,
,%mor:,verb|close-Fin-Imp-S pron|your-Prs-Gen-S2 noun|mouth adv|so adv|fast .,,
,%gra:,1|5|ROOT 2|3|NMOD-POSS 3|1|OBJ 4|5|ADVMOD 5|1|ADVMOD 6|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,he was so: wonderful .,,
,%mor:,pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adv|so adj|wonderful-Pos-S1 .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
,%add:,JAN and fat,,
NOP,*MOT:,he just lay there [=! chuckle] and Nanette was [//] talked to him .,,
,%mor:,pron|he-Prs-Nom-S3 adv|just verb|lay-Fin-Ind-Past-S3 adv|there cconj|and noun|Nanette verb|talk-Fin-Ind-Past-S3 adp|to pron|he-Prs-Acc-S3 .,,
,%gra:,1|3|NSUBJ 2|3|ADVMOD 3|9|ROOT 4|3|ADVMOD 5|7|CC 6|7|NSUBJ 7|3|CONJ 8|9|CASE 9|7|OBL 10|3|PUNCT,,
NOP,*MOT:,he cried a lot when his Mommy came back though .,,
,%mor:,pron|he-Prs-Nom-S3 verb|cry-Fin-Ind-Past-S3 det|a-Ind-Art noun|lot adv|when pron|his-Prs-Gen-S3 noun|Mommy verb|come-Fin-Ind-Past-S3 adv|back adv|though .,,
,%gra:,1|2|NSUBJ 2|10|ROOT 3|4|DET 4|2|OBL-NPMOD 5|8|ADVMOD 6|7|NMOD-POSS 7|8|NSUBJ 8|2|ADVCL 9|8|ADVMOD 10|8|ADVMOD 11|2|PUNCT,,
NOP,*MOT:,didn't he ?,,
,%mor:,verb|do-Fin-Ind-Past-S3~part|not pron|he-Prs-Nom-S3 ?,,
,%gra:,1|3|ROOT 2|1|ADVMOD 3|1|OBJ 4|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%com:,record player is louder,,
,%add:,mot,,
NOP,*MOT:,xxx .,,
,%add:,chi,,
NOP,*FAT:,"what did you do while he was here , Nanette ?",,
,%mor:,pron|what-Int-S1 aux|do-Fin-Ind-Past-S2 pron|you-Prs-Nom-S2 verb|do-Inf-S sconj|while pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adv|here cm|cm noun|Nanette ?,,
,%gra:,1|4|OBJ 2|4|AUX 3|4|NSUBJ 4|10|ROOT 5|8|MARK 6|8|NSUBJ 7|8|COP 8|4|ADVCL 9|10|PUNCT 10|4|PARATAXIS 11|4|PUNCT,,
,%add:,chi,,
NOP,*JAN:,excuse me .,,
,%mor:,verb|excuse-Fin-Imp-S pron|I-Prs-Acc-S1 .,,
,%gra:,1|2|ROOT 2|1|IOBJ 3|1|PUNCT,,
,%add:,unknown,,
NOP,*JAN:,which way is the bathroom ?,,
,%mor:,det|which-Def-Int noun|way aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|bathroom ?,,
,%gra:,1|2|DET 2|5|NSUBJ 3|5|COP 4|5|DET 5|5|ROOT 6|5|PUNCT,,
NOP,*MOT:,down +...,,
,%mor:,adv|down +...,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,jan,,
NOP,*FAT:,right next_to xxx .,,
,%mor:,adv|right noun|nextto .,,
,%gra:,1|2|ADVMOD 2|2|ROOT 3|2|PUNCT,,
,%add:,jan,,
NOP,*MOT:,"do you remember , Nanette ?",,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|remember-Inf-S cm|cm noun|Nanette ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|5|ROOT 4|5|PUNCT 5|3|PARATAXIS 6|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what Mommy did when [/] when the baby was here ?,,
,%mor:,pron|what-Rel-S1 noun|Mommy verb|do-Fin-Ind-Past-S3 adv|when det|the-Def-Art noun|baby aux|be-Fin-Ind-Past-S3 adv|here ?,,
,%gra:,1|3|OBJ 2|3|NSUBJ 3|8|ROOT 4|8|ADVMOD 5|6|DET 6|8|NSUBJ 7|8|COP 8|3|ADVCL 9|3|PUNCT,,
NOP,*CHI:,"very , very , very , ver(y) +...",,
,%mor:,adv|very cm|cm adv|very cm|cm adv|very cm|cm adv|very +...,,
,%gra:,1|7|ADVMOD 2|3|PUNCT 3|1|CONJ 4|5|PUNCT 5|7|ADVMOD 6|7|PUNCT 7|7|ROOT 8|7|PUNCT,,
,%com:,with the record,,
,%add:,self,,
NOP,*MOT:,"&-uh , do you want to listen to your record ?",,
,%mor:,cm|cm aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S part|to verb|listen-Inf-S adp|to pron|your-Prs-Gen-S2 noun|record ?,,
,%gra:,1|4|PUNCT 2|4|AUX 3|4|NSUBJ 4|9|ROOT 5|6|MARK 6|4|XCOMP 7|9|CASE 8|9|NMOD-POSS 9|6|OBL 10|4|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,mm (o)kay .,,
,%mor:,intj|mm intj|okay .,,
,%gra:,1|2|ROOT 2|1|DISCOURSE 3|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"do you want something to drink , Jim ?",,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S pron|something-Ind-S1 part|to verb|drink-Inf-S cm|cm noun|Jim ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|8|ROOT 4|3|OBJ 5|6|MARK 6|4|ACL 7|3|PUNCT 8|3|PARATAXIS 9|3|PUNCT,,
NOP,*FAT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,I'm thirsty .,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|thirsty-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,fat,,
NOP,*MOT:,I'll get something .,,
,%mor:,pron|I-Prs-Nom-S1~aux|will-Fin-S verb|get-Inf-S pron|something-Ind-S1 .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
NOP,*FAT:,what are you going to get ?,,
,%mor:,pron|what-Int-S1 aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|go-Part-Pres-S part|to verb|get-Inf-S ?,,
,%gra:,1|6|OBJ 2|4|AUX 3|4|NSUBJ 4|6|ROOT 5|6|MARK 6|4|XCOMP 7|4|PUNCT,,
,%add:,mot,,
NOP,*MOT:,xxx .,,
,%add:,fat,,
NOP,*FAT:,I don't know what we have in there .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S pron|what-Rel-S1 pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Pres-P1 adp|in adv|there .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|9|ROOT 5|4|OBJ 6|7|NSUBJ 7|5|ACL-RELCL 8|9|CASE 9|7|OBL 10|4|PUNCT,,
,%add:,mot,,
